accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.9307452440261841,0.9838114380836487,0.1995772421360016,0.9864111542701721,0.9188575148582458,0.947267472743988,0.9941099882125854,0.17769192159175873,0.9920106530189514,0.9382871389389038,9.999999747378752e-06
0.9338605403900146,0.9857351183891296,0.19202446937561035,0.9874869585037231,0.922103226184845,0.951102614402771,0.9942060112953186,0.1625794917345047,0.9920529723167419,0.9433249235153198,9.999999747378752e-06
0.9302660226821899,0.9875690937042236,0.18672862648963928,0.9881035685539246,0.9165855050086975,0.948226273059845,0.9944007992744446,0.1679878681898117,0.9920212626457214,0.9395465850830078,9.999999747378752e-06
0.9326623678207397,0.9869838356971741,0.1860908567905426,0.9884856939315796,0.9195066690444946,0.9558964371681213,0.9946157336235046,0.14969848096370697,0.990813672542572,0.9508816003799438,9.999999747378752e-06
0.9288281798362732,0.9874081015586853,0.18326030671596527,0.9908321499824524,0.9120415449142456,0.9558964371681213,0.9947674870491028,0.1484815925359726,0.99210524559021,0.9496221542358398,9.999999747378752e-06
